"","Pools","Year","Max_RSYL","Max_AMAC","Max_Depth","Max_Length","Max_Width","Park","LatDD","LongDD","Freq","Mean.Lat","State","PDSI"
"3446","GSNWR70-IB",2007,0,0,28,5,3.5,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3447","GSNWR70-IB",2008,0,0,26,5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3448","GSNWR70-IB",2009,0,0,26,5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3449","GSNWR70-IB",2010,0,0,28,5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3450","GSNWR70-IB",2011,0,0,28,5,3.5,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3451","GSNWR70-IB",2012,0,0,24,5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3452","GSNWR70-IB",2013,0,0,22,4.5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3453","GSNWR70-IB",2014,3,0,28,5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3454","GSNWR70-IB",2015,3,0,22,4.5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3455","GSNWR70-IB",2016,0,0,20,4.5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3456","GSNWR70-IB",2017,0,0,27,5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3457","GSNWR70-IB",2018,0,0,26,5,3,"GSN",40.69602778,-74.47869444,14,40.7137733677872,"NJ","-2.34"
"3473","GSNWR70-IC",2004,NA,NA,NA,NA,NA,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3459","GSNWR70-IC",2005,7,0,81,12,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3460","GSNWR70-IC",2006,14,0,78,10,5,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3461","GSNWR70-IC",2007,45,0,83,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3462","GSNWR70-IC",2008,2,0,70,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3463","GSNWR70-IC",2009,3,0,78,10,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3464","GSNWR70-IC",2010,0,0,74,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3465","GSNWR70-IC",2011,3,0,84,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3466","GSNWR70-IC",2012,6,0,75,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3467","GSNWR70-IC",2013,8,0,76,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3468","GSNWR70-IC",2014,0,0,77,11.5,5.5,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3469","GSNWR70-IC",2015,11,0,70,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3470","GSNWR70-IC",2016,12,0,72,11,6,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3471","GSNWR70-IC",2017,13,0,70,10,5,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3472","GSNWR70-IC",2018,1,0,70,10,5,"GSN",40.69480556,-74.48113889,14,40.7137733677872,"NJ","-2.34"
"3159","GSNWR49e",2004,18,0,36,30.2,21.3,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3160","GSNWR49e",2005,16,0,37,33,24,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3161","GSNWR49e",2006,26,0,30,21,20,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3162","GSNWR49e",2007,19,0,36,31,22,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3163","GSNWR49e",2008,17,0,33,24,21,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3164","GSNWR49e",2009,17,0,32,30,21,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3165","GSNWR49e",2010,61,0,34,26,21,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3166","GSNWR49e",2011,17,0,32,28.5,20.5,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3167","GSNWR49e",2012,38,0,29,26,17,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3168","GSNWR49e",2013,27,0,30,22,21,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3169","GSNWR49e",2014,30,0,33,25,21.5,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3170","GSNWR49e",2015,55,0,30,23,18.5,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3171","GSNWR49e",2016,22,0,31,23,19.5,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3172","GSNWR49e",2017,1,0,30,21,19,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3173","GSNWR49e",2018,10,0,32,26,19,"GSN",40.69422222,-74.4905,15,40.7137733677872,"NJ","-2.34"
"3174","GSNWR49f",2004,0,0,22,17.8,9.4,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3175","GSNWR49f",2005,0,0,26,18,13,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3176","GSNWR49f",2006,0,0,20,13,12,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3177","GSNWR49f",2007,0,0,25,16,15,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3178","GSNWR49f",2008,0,0,23,18,11,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3179","GSNWR49f",2009,0,0,22,17,14,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3180","GSNWR49f",2010,5,0,24,18,11,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3181","GSNWR49f",2011,0,0,22,16.5,13,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3182","GSNWR49f",2012,1,0,20,17,11,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3183","GSNWR49f",2013,0,0,19,16,10,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3184","GSNWR49f",2014,0,0,21,17,11,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3185","GSNWR49f",2015,1,0,18,9.5,15.5,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3186","GSNWR49f",2016,0,0,21,16,11,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3187","GSNWR49f",2017,0,0,18,15.5,10,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3188","GSNWR49f",2018,0,0,24,18,14.5,"GSN",40.69419444,-74.49077778,15,40.7137733677872,"NJ","-2.34"
"3144","GSNWR49d",2004,15,0,30,22.6,14.4,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3145","GSNWR49d",2005,21,0,35,28,18,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3146","GSNWR49d",2006,31,0,28,18,14,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3147","GSNWR49d",2007,19,0,33,20,18,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3148","GSNWR49d",2008,11,0,30,19,17,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3149","GSNWR49d",2009,4,0,29,19,17,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3150","GSNWR49d",2010,41,0,34,25,15,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3151","GSNWR49d",2011,23,0,33,21,17,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3152","GSNWR49d",2012,23,0,28,19,16,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3153","GSNWR49d",2013,0,0,29,19,12,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3154","GSNWR49d",2014,7,0,32,20.5,13.5,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3155","GSNWR49d",2015,21,0,25,15,11,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3156","GSNWR49d",2016,1,0,30,17.5,13,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3157","GSNWR49d",2017,0,0,27,16,13,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3158","GSNWR49d",2018,1,0,30,19,12,"GSN",40.69380556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3099","GSNWR49a",2004,2,0,35,19,13.6,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3100","GSNWR49a",2005,0,0,36,17,15,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3101","GSNWR49a",2006,0,0,27,14,10,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3102","GSNWR49a",2007,3,0,33,22,12,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3103","GSNWR49a",2008,1,0,30,20,11,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3104","GSNWR49a",2009,0,0,30,22,11,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3105","GSNWR49a",2010,0,0,33,23,12,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3106","GSNWR49a",2011,0,0,31,16,12,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3107","GSNWR49a",2012,1,0,28,14,12,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3108","GSNWR49a",2013,0,0,28,17,10,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3109","GSNWR49a",2014,1,0,31,15,14,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3110","GSNWR49a",2015,0,0,25,11,7.5,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3111","GSNWR49a",2016,0,0,20,16.5,12.5,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3112","GSNWR49a",2017,0,0,29,12,9,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3113","GSNWR49a",2018,0,0,34,16.5,11,"GSN",40.69352778,-74.49022222,15,40.7137733677872,"NJ","-2.34"
"3114","GSNWR49b",2004,3,0,20,32,11.7,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3115","GSNWR49b",2005,7,0,20,20,16,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3116","GSNWR49b",2006,0,0,18,18,11,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3117","GSNWR49b",2007,0,0,22,23,12,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3118","GSNWR49b",2008,1,0,18,23,13,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3119","GSNWR49b",2009,0,0,20,26,14,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3120","GSNWR49b",2010,0,0,22,26,14,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3121","GSNWR49b",2011,0,0,20,29,20,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3122","GSNWR49b",2012,0,0,12,19,11,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3123","GSNWR49b",2013,0,0,16,25,11,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3124","GSNWR49b",2014,1,0,15,27,16.5,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3125","GSNWR49b",2015,0,0,12,14,9,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3126","GSNWR49b",2016,0,0,20,20.5,12,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3127","GSNWR49b",2017,0,0,13,18,11,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3128","GSNWR49b",2018,0,0,19,26.5,17,"GSN",40.69330556,-74.49016667,15,40.7137733677872,"NJ","-2.34"
"3129","GSNWR49c",2004,20,0,21,26,14.7,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3130","GSNWR49c",2005,8,0,25,15,14,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3131","GSNWR49c",2006,3,0,20,14,12,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3132","GSNWR49c",2007,18,0,25,17,15,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3133","GSNWR49c",2008,11,0,24,22,15,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3134","GSNWR49c",2009,18,0,23,25,15,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3135","GSNWR49c",2010,8,0,27,26,15,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3136","GSNWR49c",2011,0,0,23,16,15,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3137","GSNWR49c",2012,10,0,20,16,13,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3138","GSNWR49c",2013,0,0,20,14,13.5,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3139","GSNWR49c",2014,1,0,23,15.5,12.5,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3140","GSNWR49c",2015,16,0,21,9,8,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3141","GSNWR49c",2016,1,0,23,13,12.5,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3142","GSNWR49c",2017,0,0,20,13.5,12,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3143","GSNWR49c",2018,0,0,23,16,14.5,"GSN",40.69305556,-74.49052778,15,40.7137733677872,"NJ","-2.34"
"3083","GSNWR31-IA",2004,NA,NA,NA,NA,NA,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3069","GSNWR31-IA",2005,31,0,66,19,14,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3070","GSNWR31-IA",2006,43,0,56,16,14,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3071","GSNWR31-IA",2007,15,0,62,22,17,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3072","GSNWR31-IA",2008,23,0,66,21,17,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3073","GSNWR31-IA",2009,14,0,61,21,19,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3074","GSNWR31-IA",2010,24,0,64,21,17,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3075","GSNWR31-IA",2011,15,0,61,21,19,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3076","GSNWR31-IA",2012,10,0,55,18.5,16,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3077","GSNWR31-IA",2013,10,0,56,17.5,13.5,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3078","GSNWR31-IA",2014,12,0,62,22.5,18.5,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3079","GSNWR31-IA",2015,15,0,61,23.5,20,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3080","GSNWR31-IA",2016,29,0,57,19.5,15,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3081","GSNWR31-IA",2017,18,0,65,23,18,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3082","GSNWR31-IA",2018,6,0,61,22,19,"GSN",40.69197222,-74.49891667,14,40.7137733677872,"NJ","-2.34"
"3023","GSNWR13-IC",2004,NA,NA,NA,NA,NA,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3009","GSNWR13-IC",2005,0,0,38,15,11,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3010","GSNWR13-IC",2006,0,0,33,8,7,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3011","GSNWR13-IC",2007,0,0,38,10,8,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3012","GSNWR13-IC",2008,0,0,33,10,7,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3013","GSNWR13-IC",2009,0,0,35,10,10,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3014","GSNWR13-IC",2010,1,0,32,9,7,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3015","GSNWR13-IC",2011,0,0,38,17,12.5,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3016","GSNWR13-IC",2012,1,0,30,9,6.5,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3017","GSNWR13-IC",2013,0,0,30,8.5,7.5,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3018","GSNWR13-IC",2014,1,0,37,10.5,8.5,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3019","GSNWR13-IC",2015,22,0,26,8,6,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3020","GSNWR13-IC",2016,1,0,31,9,7.5,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3021","GSNWR13-IC",2017,0,0,27,7.5,7,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3022","GSNWR13-IC",2018,NA,NA,36,10.5,10,"GSN",40.68830556,-74.51641667,14,40.7137733677872,"NJ","-2.34"
"3733","GETTkn15",2004,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3734","GETTkn15",2005,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3735","GETTkn15",2006,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3736","GETTkn15",2007,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3737","GETTkn15",2008,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3738","GETTkn15",2009,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3739","GETTkn15",2010,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3740","GETTkn15",2011,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3741","GETTkn15",2012,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3742","GETTkn15",2013,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3743","GETTkn15",2014,NA,NA,NA,NA,NA,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3729","GETTkn15",2015,0,0,14.5,16.5,10,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3730","GETTkn15",2016,0,0,90,3,2,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3731","GETTkn15",2017,0,0,16,16,8.8,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3732","GETTkn15",2018,2,0,46,64,6.4,"GET",39.81977,-77.2152,4,39.8026573719008,"PA","-3.02"
"3660","GETTkn10",2004,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3654","GETTkn10",2005,0,6,60,30.4,4.5,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3661","GETTkn10",2006,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3655","GETTkn10",2007,0,24,31,16.5,3.6,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3662","GETTkn10",2008,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3663","GETTkn10",2009,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3664","GETTkn10",2010,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3665","GETTkn10",2011,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3656","GETTkn10",2012,0,2,70,45.5,5.5,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3666","GETTkn10",2013,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3667","GETTkn10",2014,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3657","GETTkn10",2015,0,0,64,37,6,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3658","GETTkn10",2016,0,20,51,32.4,4,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3659","GETTkn10",2017,0,5,52,44.2,6.2,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3668","GETTkn10",2018,NA,NA,NA,NA,NA,"GET",39.81644,-77.21485,6,39.8026573719008,"PA","-3.02"
"3557","GETT2005_2B",2004,NA,NA,NA,NA,NA,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3549","GETT2005_2B",2005,1,9,60,4.5,4.7,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3550","GETT2005_2B",2006,0,0,22,4.4,2.8,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3551","GETT2005_2B",2007,2,4,23,3.8,2.8,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3558","GETT2005_2B",2008,NA,NA,NA,NA,NA,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3559","GETT2005_2B",2009,NA,NA,NA,NA,NA,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3560","GETT2005_2B",2010,NA,NA,NA,NA,NA,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3561","GETT2005_2B",2011,NA,NA,NA,NA,NA,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3552","GETT2005_2B",2012,0,12,48,5,3.5,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3562","GETT2005_2B",2013,NA,NA,NA,NA,NA,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3553","GETT2005_2B",2014,0,0,37,2.2,2.1,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3554","GETT2005_2B",2015,0,0,20,5,3.5,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3563","GETT2005_2B",2016,NA,NA,NA,NA,NA,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3555","GETT2005_2B",2017,0,0,14,3.5,3.1,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3556","GETT2005_2B",2018,0,4,30,5.5,3.5,"GET",39.81066,-77.22831,8,39.8026573719008,"PA","-3.02"
"3678","GETTkn11",2004,NA,NA,NA,NA,NA,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3669","GETTkn11",2005,0,0,50,6,5.3,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3670","GETTkn11",2006,1,3,21,5.9,5.3,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3671","GETTkn11",2007,0,0,23,4.9,3.4,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3679","GETTkn11",2008,NA,NA,NA,NA,NA,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3680","GETTkn11",2009,NA,NA,NA,NA,NA,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3681","GETTkn11",2010,NA,NA,NA,NA,NA,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3682","GETTkn11",2011,NA,NA,NA,NA,NA,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3672","GETTkn11",2012,3,9,30,6.5,4.5,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3683","GETTkn11",2013,NA,NA,NA,NA,NA,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3673","GETTkn11",2014,0,0,12,2.1,0.5,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3674","GETTkn11",2015,0,0,56,5.5,4.5,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3675","GETTkn11",2016,0,0,12,2.5,1.5,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3676","GETTkn11",2017,0,1,28,4.9,4.2,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3677","GETTkn11",2018,2,3,30,6.5,5.3,"GET",39.81017,-77.22844,9,39.8026573719008,"PA","-3.02"
"3614","GETT2005_2F",2004,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3609","GETT2005_2F",2005,0,14,25,4.1,3.5,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3615","GETT2005_2F",2006,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3610","GETT2005_2F",2007,0,1,13,3,2,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3616","GETT2005_2F",2008,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3617","GETT2005_2F",2009,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
"3618","GETT2005_2F",2010,NA,NA,NA,NA,NA,"GET",39.80951,-77.2274,5,39.8026573719008,"PA","-1.74"
